period,station_id,variable,n_vals,first,last,mean,median,std_dev,iqr,mk_p_val,mk_trend,sen_slp,sen_incpt,sen_trend
1990-2004,38205,HCO3_µeq/l,11,3.656589324673426,9.4378301351746,5.709062513667515,3.94453406982565,6.290008772781841,5.886804196762052,0.3903649625488059,no trend,0.382241935656338,-760.157095307194,no trend
1990-2004,38206,SO4_µeq/l,15,153.29744663840702,130.94781889953947,142.923619427534,142.99761819499156,19.453133186467127,16.999716848355604,0.037666922228628774,decreasing,-1.7199713517159865,3577.7804075718163,decreasing
1990-2004,38206,NO3-N_µeq/l,15,3.2,3.2,5.321646666666667,4.0012,3.1418717625216583,2.6771374999999997,0.039911663879527604,decreasing,-0.20433541666666666,412.0590270833333,no trend
1990-2004,38206,Cl_µeq/l,15,26.5,23.35,24.975,24.85,3.9595161140147996,4.324999999999999,0.13764584551826475,no trend,-0.39545454545454556,814.5727272727275,no trend
1990-2004,38206,Ca_µeq/l,15,123.20000000000002,109.25,115.45666666666668,114.99000000000001,10.278255595928625,10.299999999999997,0.005583616806378755,decreasing,-1.275000000000001,2661.165000000002,decreasing
1990-2004,38206,Mg_µeq/l,15,52.75,45.599999999999994,47.949,47.5,5.059731853425776,4.697500000000005,0.010072435153279713,decreasing,-0.5107142857142861,1067.3964285714294,decreasing
1990-2004,38206,CaMg_µeq/l,15,175.95000000000002,154.85,163.40566666666663,162.9,15.00276437225899,10.129999999999995,0.004101400861903803,decreasing,-1.8381250000000016,3833.635625000003,decreasing
1990-2004,38206,H_µeq/l,15,0.2249530054285113,0.7279336566392246,0.7385280515766667,0.6511159496835704,0.5520598544670138,0.7474343193477041,1.0,no trend,0.0048801116366575525,-9.094466988721562,no trend
1990-2004,38206,SAA_µeq/l,15,182.997446638407,157.49781889953948,173.2202660942007,172.89910488623966,23.502394513734192,22.66722384386685,0.11328720822235328,no trend,-2.4304253066403616,5026.458442247042,no trend
1990-2004,38206,ANC_µeq/l,15,128.95434947769664,122.2538937012661,116.07857993779966,119.28892302164243,13.709647862696404,13.044734510481703,0.1658566603429099,no trend,-1.0890760142159068,2294.173723410808,no trend
1990-2004,38206,OrgAnions_µeq/l,11,139.3248720790424,106.8022010268692,102.42192822465972,103.637111470738,27.356922113258296,40.06211870112672,0.27575784782750934,no trend,-3.3997751805067153,6899.787697303662,no trend
1990-2004,38206,HCO3_µeq/l,11,0.0,16.496634214656375,20.846816436585886,10.790985924311729,24.784243085740577,38.93732419018999,0.7490329934485962,no trend,0.0,10.790985924311729,no trend
1990-2004,38207,SO4_µeq/l,15,568.3852861080807,297.7256260566137,376.327967332073,369.554535839503,114.3233754808947,163.95729406963864,0.00011338751572842476,decreasing,-26.024967312641056,52341.41425918369,decreasing
1990-2004,38207,NO3-N_µeq/l,15,33.724356493129505,3.2,6.941203148183992,4.020408360750919,7.805737699257685,4.3839461970195535,0.007514794410148573,decreasing,-0.3959347784013943,794.7021608283353,no trend
1990-2004,38207,Cl_µeq/l,15,44.28398160945477,35.25794714128564,36.91272012711665,35.96310608411136,4.206189427096944,5.35920796547542,0.0004349777969023805,decreasing,-0.8461907313908554,1725.8059966716496,decreasing
1990-2004,38207,Ca_µeq/l,15,224.55089820359282,113.27345309381238,159.414504324684,163.4231536926148,48.85638987433607,87.9491017964072,0.00011338751572842476,decreasing,-10.146373918829013,20425.731869594158,decreasing
1990-2004,38207,Mg_µeq/l,15,77.73938795656466,49.35834155972359,53.690907096632664,51.82625863770977,14.589519995822837,19.53767686739058,0.0006289717533112249,decreasing,-3.084896347482724,6212.36426456071,decreasing
1990-2004,38207,CaMg_µeq/l,15,299.16154857116965,162.28106472149483,213.76261954537782,214.00190734030457,63.11624196759187,106.92398519840876,0.00011338751572842476,decreasing,-13.608694330419683,27390.56448518841,decreasing
1990-2004,38207,H_µeq/l,15,96.76519158183316,83.1763771102671,71.67154051921017,70.79457843841374,16.957000307616077,18.90230503396628,0.23495478370334322,no trend,-1.8502281439817239,3765.7001819699162,no trend
1990-2004,38207,SAA_µeq/l,15,641.5478603688198,348.7831098530663,420.2188840402919,409.2685863634928,122.94838283346245,171.60067992407068,4.9505870452382084e-05,decreasing,-28.411753681225314,57147.540687770444,decreasing
1990-2004,38207,ANC_µeq/l,15,-218.9074386931693,-29.48102862684716,-76.90498880237669,-68.00320280515675,53.05195682980601,41.93453565654097,1.3314554487831032e-05,increasing,8.842000460838614,-17725.47812309987,increasing
1990-2004,38207,OrgAnions_µeq/l,12,81.28809787539429,104.8001247182713,90.78937741561886,88.39748675532786,20.13511961271605,17.35955018380328,0.08647112777407262,no trend,2.1256389275941396,-4159.69191004156,no trend
1990-2004,38207,HCO3_µeq/l,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2004,38209,SO4_µeq/l,15,184.25676857349868,108.2638640205868,151.3612098903204,163.43679472338584,27.614650513242417,47.88593985525952,3.5766796144809376e-06,decreasing,-5.799849858245723,11745.736961640096,decreasing
1990-2004,38209,NO3-N_µeq/l,15,1.4107142857142858,1.4285714285714284,2.114047619047619,1.5,1.3221919104304696,1.6446428571428573,0.5194960907102377,no trend,0.01785714285714284,-34.16071428571425,no trend
1990-2004,38209,Cl_µeq/l,15,38.078582912588494,36.66826502693707,36.95032860406736,36.66826502693707,4.497881303577235,2.8206357713028467,0.9589793339720329,no trend,0.0,36.66826502693707,no trend
1990-2004,38209,Ca_µeq/l,15,94.81037924151696,74.8502994011976,84.3313373253493,82.33532934131736,9.055005692243926,14.970059880239518,5.1960448073984367e-05,decreasing,-1.7821499857427991,3641.2888508696874,decreasing
1990-2004,38209,Mg_µeq/l,15,45.245146429746626,31.671602500822637,37.84139519578808,41.13195129976966,4.986984062595483,8.22639025995393,0.0005257402323894933,decreasing,-0.9460348798947024,1930.3636064494904,decreasing
1990-2004,38209,CaMg_µeq/l,15,140.05552567126358,103.61557240898263,121.92413461986854,123.46728064108703,14.042939272108018,22.990790383694616,3.746085696354484e-05,decreasing,-2.835958318872057,5786.876043428585,decreasing
1990-2004,38209,H_µeq/l,15,5.660722890537327,1.584893192461114,4.556600781917033,5.011872336272725,2.063792692996061,3.4398199581305224,0.00505502013696435,decreasing,-0.31304721334446667,630.1671573851727,decreasing
1990-2004,38209,SAA_µeq/l,15,227.18771179230126,143.98609687615817,191.0121470734186,197.35056814365726,27.79110721427234,42.17773134789087,5.2931744589646e-06,decreasing,-6.029110725135419,12237.484686239088,decreasing
1990-2004,38209,ANC_µeq/l,15,-24.449563311915057,35.75534116901831,3.880010922655048,-4.1710913220383325,22.52248559901116,31.485357412225053,5.2931744589646e-06,increasing,4.7466931165293955,-9483.317245031241,increasing
1990-2004,38209,OrgAnions_µeq/l,15,24.43872847256696,53.3123347331479,34.0784841710027,30.81404894367138,10.633582713638303,18.216090036292044,0.0005320055051392103,increasing,2.1695979438535353,-4301.873044931839,increasing
1990-2004,38209,HCO3_µeq/l,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2004,38210,SO4_µeq/l,15,18.321576988099302,20.819973850112845,21.812392603634887,21.860972542618487,2.469373618034419,3.070946142891639,0.14840432796277447,no trend,-0.27065966005146647,562.368313665397,no trend
1990-2004,38210,NO3-N_µeq/l,15,0.1428571428571428,0.1428571428571428,0.4071428571428569,0.3571428571428571,0.4825300788219632,0.2142857142857143,0.046279296588565666,decreasing,0.0,0.3571428571428571,no trend
1990-2004,38210,Cl_µeq/l,15,15.795560319295967,12.692860970862831,11.733844808619862,11.282543085211406,2.5642976731598353,1.4103178856514251,0.29384329587468416,no trend,0.0,11.282543085211406,no trend
1990-2004,38210,Ca_µeq/l,15,44.91017964071857,34.930139720558884,38.206919494344646,34.930139720558884,5.579702611964307,4.990019960079842,0.2920638511936706,no trend,0.0,34.930139720558884,no trend
1990-2004,38210,Mg_µeq/l,15,16.452780519907865,24.6791707798618,21.7450915871449,21.79993418887792,3.271649644468435,4.113195129976965,0.337126782750254,no trend,0.0,21.79993418887792,no trend
1990-2004,38210,CaMg_µeq/l,15,61.36296016062643,59.60931050042068,58.6132604813407,59.60931050042068,6.553696537613871,6.618549672619224,0.6148555776256919,no trend,-0.1252606900146961,309.75490845976884,no trend
1990-2004,38210,H_µeq/l,15,0.4265795188015925,0.33121890653441544,0.6084812557857708,0.514532257516845,0.24064983671482437,0.18117837024296557,0.022489040536598726,decreasing,-0.026898340444483568,54.23051812515053,decreasing
1990-2004,38210,SAA_µeq/l,15,32.59439654224339,33.65569196383282,33.760711169258556,34.54165717747839,3.20831669968154,2.8670058643669734,0.13764584551826475,no trend,-0.20361600789826836,441.1628249503203,no trend
1990-2004,38210,ANC_µeq/l,15,73.7786885608221,74.90528322478897,73.69654015422968,72.31453626341585,6.803490131292316,8.839817331111874,0.9211586502250249,no trend,-0.10608865857396192,284.17358743561783,no trend
1990-2004,38210,OrgAnions_µeq/l,15,61.744414176357424,77.34449168557597,75.31023083624733,71.10908393011414,17.06563184977312,13.278544292129396,0.6921807727218765,no trend,0.371880829799325,-671.5369331791379,no trend
1990-2004,38210,HCO3_µeq/l,15,12.903787491388968,0.0,5.427247357972294,0.0,7.532384906853951,11.133546842724488,0.7358542094515186,no trend,0.0,0.0,no trend
1990-2004,38211,SO4_µeq/l,15,43.721945085236975,29.147963390157983,36.15735458636264,37.47595293020312,6.024787293630944,9.889487578803607,2.3735565774396505e-05,decreasing,-1.2144984745899166,2462.829406686267,decreasing
1990-2004,38211,NO3-N_µeq/l,15,0.1428571428571428,0.2857142857142857,0.3142857142857142,0.3571428571428571,0.11065666703449763,0.14285714285714288,0.4612183745906653,no trend,0.0,0.3571428571428571,no trend
1990-2004,38211,Cl_µeq/l,15,12.974924547993115,14.103178856514257,11.686834212431481,11.282543085211406,1.9196217302265404,1.9744450399119966,0.1574756608084955,no trend,0.14103178856514287,-270.35793867937895,no trend
1990-2004,38211,Ca_µeq/l,15,29.116766467065865,19.960079840319363,20.191284098469726,19.960079840319363,3.6704455484938285,1.2475049900199586,0.004863204245010078,decreasing,-0.5544466622310937,1127.1900643158135,no trend
1990-2004,38211,Mg_µeq/l,15,8.226390259953932,8.226390259953932,9.43292749808051,8.226390259953932,2.8811945895719417,0.0,0.09925548997457989,no trend,0.0,8.226390259953932,no trend
1990-2004,38211,CaMg_µeq/l,15,35.671500040393056,28.186470100273297,29.07222081010734,28.186470100273297,3.969894350039326,0.4248659640245691,0.004158101119850599,decreasing,-0.49900199600798417,1024.6934561282178,no trend
1990-2004,38211,H_µeq/l,15,2.884031503126606,0.7244359600749906,1.3323267305310325,1.292446596230557,0.6275163026328273,0.7055860231728515,0.00019276467276641007,decreasing,-0.11467060256824765,230.2896399250211,decreasing
1990-2004,38211,SAA_µeq/l,15,57.06131390754095,41.3120020045181,48.341375400088275,48.074640180051745,5.90577611772682,8.973488886297943,2.0821322980424384e-05,decreasing,-1.1517443442113384,2348.1080955700945,decreasing
1990-2004,38211,ANC_µeq/l,15,11.132030707752236,8.926622994225308,8.031071462729855,8.078234995731938,3.8477743448121107,4.646172992807086,0.4884223166225936,no trend,0.20492142306499517,-401.1498468650634,no trend
1990-2004,38211,OrgAnions_µeq/l,15,10.089912161939749,20.67606010336724,17.146800100908514,16.65893524321268,4.466689407893838,4.582300295978502,0.02944810421427424,increasing,0.5704674234023065,-1122.5645092911934,increasing
1990-2004,38211,HCO3_µeq/l,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2004,38212,SO4_µeq/l,15,191.54375942103815,120.75584833065449,150.38961111064842,149.90381172081248,25.86046533017503,45.80394247024827,9.331339714258036e-07,decreasing,-5.898992590865305,11930.192015678827,decreasing
1990-2004,38212,NO3-N_µeq/l,15,2.0,1.8214285714285716,2.0714285714285716,2.0,1.0935638637950007,1.375,0.6556471855286778,no trend,0.043650793650793655,-85.17063492063492,no trend
1990-2004,38212,Cl_µeq/l,15,93.0809804529941,97.31193410994837,93.0809804529941,93.0809804529941,4.856317133425723,4.936112599779989,0.6872986614648942,no trend,0.0,93.0809804529941,no trend
1990-2004,38212,Ca_µeq/l,15,119.76047904191616,104.79041916167665,111.94278110445775,109.78043912175649,5.954265962275069,8.732534930139721,0.00019660129494014633,decreasing,-1.2475049900199586,2601.0479041916137,decreasing
1990-2004,38212,Mg_µeq/l,15,82.26390259953932,72.3922342875946,78.0410222660963,78.15070746956235,5.031533848054182,8.22639025995393,0.0006495099300733997,decreasing,-0.9140433622171034,1903.4953018171177,decreasing
1990-2004,38212,CaMg_µeq/l,15,202.02438164145548,176.36001442327589,189.76262677015168,190.42615657135877,10.940030599082974,16.95892519009371,0.00017683457040162942,decreasing,-2.1386972681816325,4461.404601130079,decreasing
1990-2004,38212,H_µeq/l,15,0.6309573444801929,0.2511886431509582,0.4229512038311041,0.3981071705534969,0.15258637811246656,0.2628371596701221,0.0006634406133569914,decreasing,-0.030290109564304963,60.887455970470505,decreasing
1990-2004,38212,SAA_µeq/l,15,286.6247398740323,220.4963538691743,245.40889967658254,238.76680765298096,26.74108020028105,46.855906376399446,4.9505870452382084e-05,decreasing,-5.870361659896518,11961.879042466328,decreasing
1990-2004,38212,ANC_µeq/l,15,49.83037050566443,100.5130369323767,80.52059760107007,81.77363910515044,18.505435330085003,31.15616890731593,8.434602770446276e-06,increasing,4.128117502646787,-8162.077013680483,increasing
1990-2004,38212,OrgAnions_µeq/l,15,54.16623748500877,75.64638839377758,63.888832881711906,61.307093689099176,8.672488922029817,10.513445814853561,0.00016921877783615535,increasing,1.5342964934834866,-3002.6830037974237,increasing
1990-2004,38212,HCO3_µeq/l,15,0.0,25.65262380141418,17.84241624869952,17.65126124417812,12.685594458468277,21.811091130478722,0.0015392574185091323,increasing,2.589259302290737,-5153.099565430423,increasing
1990-2004,38213,SO4_µeq/l,15,58.295926780315966,29.147963390157983,41.362348048890844,37.47595293020312,10.042625406425174,12.491984310067707,9.503007869948732e-06,decreasing,-2.0819973850112836,4195.224730797736,decreasing
1990-2004,38213,NO3-N_µeq/l,15,0.2142857142857142,1.8571428571428568,0.9642857142857143,0.8214285714285714,0.6063920928428986,0.6785714285714286,0.033125524831208564,increasing,0.08333333333333333,-165.59523809523807,increasing
1990-2004,38213,Cl_µeq/l,15,11.282543085211406,7.051589428257129,8.273864929155032,8.461907313908554,1.5872604120134761,0.7051589428257126,0.07989574265067412,no trend,0.0,8.461907313908554,no trend
1990-2004,38213,Ca_µeq/l,15,19.960079840319363,14.97005988023952,16.633399866932802,14.97005988023952,2.4348804215282778,4.990019960079843,0.002694262019296012,decreasing,0.0,14.97005988023952,no trend
1990-2004,38213,Mg_µeq/l,15,8.226390259953932,0.0,4.3874081386420976,8.226390259953932,4.248089663493932,8.226390259953932,0.0014600619162421502,decreasing,-0.6855325216628277,1377.2348360206208,no trend
1990-2004,38213,CaMg_µeq/l,15,28.186470100273297,14.97005988023952,20.68814000823625,23.196450140193456,5.848939940586595,10.721400239993857,0.00013711700035212715,decreasing,-1.175198608564848,2370.068071444195,decreasing
1990-2004,38213,H_µeq/l,15,12.102410939146301,6.30957344480193,8.09027851797407,7.943282347242822,2.979069426020805,4.094896526230215,0.0002023290978019343,decreasing,-0.6452335984077807,1296.474778367581,decreasing
1990-2004,38213,SAA_µeq/l,15,69.64989843695594,37.0035206470494,50.53109731801997,47.29500310125453,11.19830441375555,12.349127167210575,1.3314554487831032e-05,decreasing,-2.086056163678929,4213.1491619680755,decreasing
1990-2004,38213,ANC_µeq/l,15,-18.02100858692009,-2.0958296046947558,-8.7237435984304,-8.187839652046648,5.20093056468792,3.6185345542015552,0.23495478370334322,no trend,0.47834933549830555,-963.4514626421628,no trend
1990-2004,38213,OrgAnions_µeq/l,15,8.951854071372775,39.061941917049964,20.821284492753204,20.14533889897615,8.33160845967652,8.219438923029784,0.0003665345796624031,increasing,1.61527691047158,-3205.562651312769,increasing
1990-2004,38213,HCO3_µeq/l,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2004,38214,SO4_µeq/l,15,106.1818666355755,79.11590063042881,93.75928223834151,91.60788494049652,11.297639560264457,14.573981695078999,9.841504225338582e-06,decreasing,-2.0819973850112916,4249.356662808046,decreasing
1990-2004,38214,NO3-N_µeq/l,15,0.3571428571428571,0.9285714285714286,0.619047619047619,0.3928571428571428,0.43315294892484973,0.4464285714285715,0.11553680316775572,no trend,0.0051020408163265285,-9.795918367346935,no trend
1990-2004,38214,Cl_µeq/l,15,62.053986968662734,64.87462273996559,61.113775044895114,60.643669083011304,2.1098729065046578,2.820635771302854,0.9153849615749645,no trend,0.0,60.643669083011304,no trend
1990-2004,38214,Ca_µeq/l,15,149.7005988023952,154.69061876247503,145.4757152361943,144.7105788423154,5.864575162841928,8.732534930139707,0.8392850652144972,no trend,0.0,144.7105788423154,no trend
1990-2004,38214,Mg_µeq/l,15,41.13195129976966,38.66403422178348,40.007677964242625,41.13195129976966,1.5736987401677425,2.467917077986179,0.01093072023188535,decreasing,-0.14957073199916174,339.8247031020956,no trend
1990-2004,38214,CaMg_µeq/l,15,190.83255010216487,183.37461306409887,184.9753602370777,185.84253014208505,6.04683807464523,8.321215417142014,0.22721229923686503,no trend,-0.41402880320307245,1012.6580501386208,no trend
1990-2004,38214,H_µeq/l,15,0.225357437323923,0.1995262314968878,0.18273327395457364,0.1790077753714996,0.026259614206661345,0.04103691225077641,0.5343782773392358,no trend,0.0,0.1790077753714996,no trend
1990-2004,38214,SAA_µeq/l,15,167.0937892615068,144.34766622753725,156.15655644037955,156.2195166221647,10.678038957301816,13.04819794203479,0.00025020473635706253,decreasing,-1.9792169732959017,4108.715812294081,decreasing
1990-2004,38214,ANC_µeq/l,15,103.48386218616054,126.40659205634492,109.86989707826255,106.7397620821132,11.218677703394665,12.662401451935423,0.0015392574185091323,increasing,1.99230310286838,-3871.8895343460417,increasing
1990-2004,38214,OrgAnions_µeq/l,15,27.65353263948883,38.163366419793775,29.682627332849112,29.0043661240978,4.519201965256961,5.8260839052211395,0.09245959511086133,no trend,0.6402431457674259,-1249.5611959734517,no trend
1990-2004,38214,HCO3_µeq/l,15,78.3406185592412,87.30661286451348,80.54264535440119,82.0784030643834,9.808760660641399,11.058737882632641,0.013347575926843103,increasing,1.2925782873970597,-2499.200436867545,increasing
1990-2004,38215,SO4_µeq/l,15,43.721945085236975,24.98396862013541,31.299360688002974,31.229960775169268,6.251772806113828,7.807490193792319,3.693394530146499e-05,decreasing,-1.2491984310067714,2525.879227495692,decreasing
1990-2004,38215,NO3-N_µeq/l,15,0.3571428571428571,1.1785714285714286,0.6190476190476188,0.3571428571428571,0.3761926289441548,0.4107142857142857,0.517024342392362,no trend,0.0,0.3571428571428571,no trend
1990-2004,38215,Cl_µeq/l,15,11.282543085211406,9.872225199559981,9.684182814806457,8.461907313908554,1.3968217102530467,2.820635771302852,0.9550443054691047,no trend,0.0,8.461907313908554,no trend
1990-2004,38215,Ca_µeq/l,15,64.87025948103793,74.8502994011976,67.6979374584165,64.87025948103793,3.87291439976002,4.9900199600798345,0.3334339654041818,no trend,0.0,64.87025948103793,no trend
1990-2004,38215,Mg_µeq/l,15,24.6791707798618,32.90556103981573,26.54381923878469,24.6791707798618,3.3984717307951438,1.6452780519907861,0.03873160494962846,increasing,0.0,24.6791707798618,no trend
1990-2004,38215,CaMg_µeq/l,15,89.54943026089973,105.26085046097342,94.42472409573746,91.03288979789681,6.3984592237299704,7.485029940119745,0.3534760849244907,no trend,0.07306873584190517,-54.88537567838782,no trend
1990-2004,38215,H_µeq/l,15,0.1348962882591653,0.2990330295716417,0.23591611745502766,0.2511886431509582,0.07220896998467238,0.10293618049088851,0.45734964084351426,no trend,0.003766614304747205,-7.27074012342921,no trend
1990-2004,38215,SAA_µeq/l,15,55.36163102759124,36.820479533981114,41.76890549473763,40.04901094622068,6.7956177033698015,7.016084140139419,0.0006289717533112249,decreasing,-1.266088777584526,2568.428299782519,decreasing
1990-2004,38215,ANC_µeq/l,15,98.91070675518009,130.25964816639942,114.04275210047335,112.76092314799783,12.474881162334102,10.737030526212251,0.00025020473635706253,increasing,1.6371341594859625,-3156.595993345469,increasing
1990-2004,38215,OrgAnions_µeq/l,15,45.43444788928505,65.9063476946202,55.13257313316004,55.13344833637709,5.900992353475248,7.459504083702626,0.017530703373053846,increasing,0.8375261872770121,-1617.406347655816,increasing
1990-2004,38215,HCO3_µeq/l,15,54.857050090477884,62.42169671968397,58.17557318289357,58.7383451331921,8.740740881879457,10.64477061518307,0.004101400861903803,increasing,1.2277838621639579,-2393.1460276082316,increasing
1990-2004,38216,SO4_µeq/l,14,114.50985617562064,61.41892285783289,79.48768587775226,74.95190586040624,17.824205955911435,25.244218293261824,7.1531099037347445e-06,decreasing,-3.8169952058540204,7699.399829553812,decreasing
1990-2004,38216,NO3-N_µeq/l,15,1.2857142857142858,2.0714285714285716,1.6928571428571428,1.4285714285714286,0.8933468045051338,0.9107142857142858,0.7287151925758497,no trend,0.007142857142857162,-12.835714285714323,no trend
1990-2004,38216,Cl_µeq/l,15,39.48890079823992,45.130172340845625,40.71117629913782,39.48890079823992,2.2531482151524,2.820635771302854,0.05484755387776241,no trend,0.2564214337548049,-472.5847024101055,no trend
1990-2004,38216,Ca_µeq/l,15,64.87025948103793,42.91417165668663,49.43446440452428,49.9001996007984,8.363663617163935,9.730538922155688,3.7496099187128706e-05,decreasing,-1.6633399866932805,3371.5901530272795,decreasing
1990-2004,38216,Mg_µeq/l,15,32.90556103981573,24.2678512668641,28.764944608972254,28.792365909838765,4.1438320613967505,8.22639025995393,0.00020599751863614735,decreasing,-0.7478536599958119,1522.256124921475,no trend
1990-2004,38216,CaMg_µeq/l,15,97.77582052085369,68.00466194954612,78.25425161522956,78.69256551063717,11.964073928657152,17.751269425610772,2.1717186195591154e-05,decreasing,-2.5691460120233387,5209.277151521244,decreasing
1990-2004,38216,H_µeq/l,15,8.97164117362141,5.011872336272725,7.346611092920765,7.943282347242822,2.3474597035080067,4.149522973405679,0.0026229166724542896,decreasing,-0.41567730531060626,838.0508610525236,decreasing
1990-2004,38216,SAA_µeq/l,15,164.36774520641134,111.1964439482013,124.87636136446802,120.48629695781744,19.994543437187534,23.186067037333814,3.225641456250372e-05,decreasing,-4.041651020619439,8191.663385134838,decreasing
1990-2004,38216,ANC_µeq/l,15,-16.467072394657542,9.720062931201332,5.054322071483199,6.067643081796778,10.072130669666285,9.75174240581675,0.013347575926843103,increasing,1.459460348521711,-2908.47467291606,increasing
1990-2004,38216,OrgAnions_µeq/l,14,28.241519167760902,59.50299106364129,42.857601910121865,41.98256007498256,7.025342408783216,5.725292379258008,0.031802888632693316,increasing,0.8056977146576614,-1567.398624953696,increasing
1990-2004,38216,HCO3_µeq/l,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2004,38217,SO4_µeq/l,15,162.39579603088018,114.50985617562064,139.21622514442123,143.65781956577862,15.760373790519978,16.655979080090276,0.0004209839970388263,decreasing,-3.122996077516928,6380.280986367084,decreasing
1990-2004,38217,NO3-N_µeq/l,15,0.8214285714285714,0.2142857142857142,0.41904761904761895,0.2857142857142857,0.2992540125758717,0.44642857142857145,0.028132699720379017,decreasing,-0.027777777777777776,55.757936507936506,no trend
1990-2004,38217,Cl_µeq/l,15,39.48890079823992,36.66826502693707,37.51445575832793,36.66826502693707,3.1894037974307854,3.5257947141285655,0.01674602440172701,decreasing,-0.4701059618838084,975.4698709089024,no trend
1990-2004,38217,Ca_µeq/l,15,112.27544910179641,114.77045908183634,113.3399866932801,113.77245508982037,3.5579260564099653,3.7425149700598865,0.9592654448551523,no trend,0.0,113.77245508982037,no trend
1990-2004,38217,Mg_µeq/l,15,65.81112207963146,55.939453767686736,62.87704288691455,63.75452451464297,3.479295840003663,4.935834155972373,0.00011936881107987851,decreasing,-0.6463592347106675,1354.533916231846,decreasing
1990-2004,38217,CaMg_µeq/l,15,178.08657118142787,170.70991284952308,176.70524367520304,175.64574700549542,4.693102494513679,7.080114203971135,0.009889823027184441,decreasing,-0.673176516332262,1519.9792501210227,decreasing
1990-2004,38217,H_µeq/l,15,3.571674682851674,3.981071705534969,4.961310669138013,5.011872336272725,1.298271270261494,1.7463763044502212,0.6875482991403392,no trend,0.0,5.011872336272725,no trend
1990-2004,38217,SAA_µeq/l,15,218.3132682576915,155.556401686866,179.2313648877596,180.09962254242703,19.61327166460639,22.065107765553137,0.00025020473635706253,decreasing,-3.8213645715264475,7811.364671880742,decreasing
1990-2004,38217,ANC_µeq/l,15,43.26792678401909,94.42358552382608,67.94568390864505,63.068975039434505,14.99921044588112,18.974299433112492,0.0010901934763789534,increasing,2.6229356221300426,-5174.93346235426,increasing
1990-2004,38217,OrgAnions_µeq/l,15,94.8670190466883,151.21128212270054,121.84396303097317,121.33947999736473,14.198852893976184,18.814521009093056,0.0005320055051392103,increasing,2.570208603988549,-5011.367102167767,increasing
1990-2004,38217,HCO3_µeq/l,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2004,38219,SO4_µeq/l,13,162.39579603088018,129.08383787069965,144.61874143578387,147.8218143358012,9.714081018603284,14.573981695078999,6.321587792501582e-05,decreasing,-2.081997385011287,4307.652589588352,decreasing
1990-2004,38219,NO3-N_µeq/l,13,15.714285714285714,6.857142857142857,11.686813186813188,10.464285714285715,2.7678438496667668,4.2857142857142865,0.00024506310934846454,decreasing,-0.7013888888888888,1411.8392857142858,decreasing
1990-2004,38219,Cl_µeq/l,13,53.59207965475418,50.771443883451326,49.686583971411764,50.771443883451326,2.4531590912557584,2.820635771302854,0.5574190934750418,no trend,0.0,50.771443883451326,no trend
1990-2004,38219,Ca_µeq/l,13,104.79041916167664,95.55888223552894,99.47412866574544,99.8003992015968,3.7194128050458826,6.736526946107787,0.000938993175076952,decreasing,-0.8777898747958628,1853.6245690437306,decreasing
1990-2004,38219,Mg_µeq/l,13,65.81112207963146,62.52056597564989,64.9252031285595,65.81112207963146,1.694634345655259,0.0,0.05415406081056795,no trend,0.0,65.81112207963146,no trend
1990-2004,38219,CaMg_µeq/l,13,170.6015412413081,158.07944821117883,164.39933179430494,165.61152128122825,5.024673521015427,7.485029940119745,0.0009978132266723616,decreasing,-1.2475049900199604,2658.126491341109,decreasing
1990-2004,38219,H_µeq/l,12,0.7943282347242822,0.5011872336272725,0.761737479228564,0.7126427896022376,0.3432557356983852,0.37302206282448824,0.14794092330044628,no trend,-0.046376907042249366,93.3968915135376,no trend
1990-2004,38219,SAA_µeq/l,13,231.70216139992007,186.7124246112938,206.39317651048265,205.41547959080685,11.70572203427727,13.36128158104475,4.358673270377089e-05,decreasing,-2.796283099297,5792.389111986213,decreasing
1990-2004,38219,ANC_µeq/l,13,10.811321422208843,22.111923001378496,28.262273618449477,30.36725853319316,7.947136857757167,8.384273183390821,0.2996654484343022,no trend,0.8810245900050221,-1729.919872296841,no trend
1990-2004,38219,OrgAnions_µeq/l,13,33.88107823096011,40.48667817871856,35.18729882493281,34.39505466654703,4.347862479153889,3.878669017819341,0.12720368763109935,no trend,0.3904293476816548,-745.6827820013993,no trend
1990-2004,38219,HCO3_µeq/l,13,0.0,0.0,1.6875824459911053,0.0,2.9553063901515175,2.786297460644157,0.5279370991271883,no trend,0.0,0.0,no trend
1990-2004,38220,SO4_µeq/l,15,193.62575680604945,115.5508548681263,145.25401756095394,143.65781956577862,24.67492126530872,37.47595293020311,1.2362200039195415e-06,decreasing,-5.488902196847932,11104.995506671099,decreasing
1990-2004,38220,NO3-N_µeq/l,15,1.5,1.0714285714285714,1.6738095238095239,1.5,0.7810467422667111,0.857142857142857,0.06676222965201273,no trend,-0.07142857142857147,144.14285714285722,no trend
