station_id,year,totn_mgNpm2
38459,2002,1371.8027
38459,2003,1248.1249
38459,2004,930.6515
38459,2005,844.62463
38459,2006,806.14355
38459,2007,861.582
38459,2008,798.1695
38459,2009,722.162
38459,2010,575.7104
38459,2011,837.25824
38459,2012,720.7889
38459,2013,767.75256
38459,2014,736.87256
38459,2015,672.1245
38459,2016,736.5473
38460,2000,1057.9845
38460,2001,995.1975
38460,2002,1014.38196
38460,2003,899.7372
38460,2004,795.86237
38460,2005,712.41504
38460,2006,668.7056
38460,2007,785.80615
38460,2008,729.946
38460,2009,626.7372
38460,2010,511.11575
38460,2011,740.78033
38460,2012,606.8838
38460,2013,605.5774
38460,2014,584.5617
38460,2015,541.14343
38460,2016,556.0576
38461,2000,1266.9883
38461,2001,1197.5403
38461,2002,1166.8293
38461,2003,1018.84595
38461,2004,877.34564
38461,2005,795.3222
38461,2006,762.6934
38461,2007,840.2652
38461,2008,770.3467
38461,2009,704.1923
38461,2010,557.1524
38461,2011,815.37665
38461,2012,686.8805
38461,2013,747.7177
38461,2014,681.8849
38461,2015,645.53204
38461,2016,671.62854
38462,2000,1427.3607
38462,2001,1408.8037
38462,2002,1304.2302
38462,2003,1064.3384
38462,2004,981.35187
38462,2005,818.5155
38462,2006,755.224
38462,2007,865.10754
38462,2008,821.29553
38462,2009,676.64624
38462,2010,584.3502
38462,2011,817.9128
38462,2012,718.8977
38462,2013,744.2981
38462,2014,706.03436
38462,2015,703.1683
38462,2016,672.19794
38463,2000,1433.7064
38463,2001,1404.7628
38463,2002,1318.1179
38463,2003,1054.856
38463,2004,979.0282
38463,2005,819.1004
38463,2006,754.3347
38463,2007,866.7804
38463,2008,815.93
38463,2009,667.8854
38463,2010,582.35944
38463,2011,818.08813
38463,2012,729.9122
38463,2013,752.0567
38463,2014,719.0938
38463,2015,719.3437
38463,2016,686.64703
38464,2000,983.9852
38464,2001,953.3505
38464,2002,1005.38464
38464,2003,854.6102
38464,2004,756.0364
38464,2005,687.10425
38464,2006,656.8399
38464,2007,756.0479
38464,2008,661.06335
38464,2009,557.1684
38464,2010,487.8305
38464,2011,685.9419
38464,2012,591.2707
38464,2013,622.3498
38464,2014,583.3235
38464,2015,555.8097
38464,2016,571.9459
38465,2000,1106.4043
38465,2001,1055.5161
38465,2002,1091.3965
38465,2003,922.27954
38465,2004,811.8028
38465,2005,741.7304
38465,2006,699.5298
38465,2007,781.8847
38465,2008,714.5047
38465,2009,649.2591
38465,2010,510.76743
38465,2011,777.6408
38465,2012,679.4254
38465,2013,689.552
38465,2014,697.3529
38465,2015,608.4915
38465,2016,632.2148
38466,2000,1362.4989
38466,2001,1199.5658
38466,2002,1290.9359
38466,2003,1155.425
38466,2004,968.7127
38466,2005,906.20844
38466,2006,869.69147
38466,2007,904.29785
38466,2008,848.1405
38466,2009,761.4261
38466,2010,614.7642
38466,2011,857.5887
38466,2012,713.9369
38466,2013,803.71326
38466,2014,716.32166
38466,2015,686.2792
38466,2016,743.2987
38471,2000,1113.8866
38471,2001,1036.2089
38471,2002,1080.7595
38471,2003,973.27
38471,2004,776.441
38471,2005,715.5408
38471,2006,671.1751
38471,2007,753.6897
38471,2008,676.52924
38471,2009,609.81195
38471,2010,473.32898
38471,2011,751.267
38471,2012,692.92065
38471,2013,727.4227
38471,2014,697.979
38471,2015,640.41235
38471,2016,673.96295
38472,2000,912.317
38472,2001,864.1293
38472,2002,988.68304
38472,2003,826.81067
38472,2004,712.6619
38472,2005,640.9427
38472,2006,604.1933
38472,2007,710.1177
38472,2008,652.5207
38472,2009,514.97516
38472,2010,476.191
38472,2011,664.1831
38472,2012,580.5076
38472,2013,636.40515
38472,2014,635.4914
38472,2015,626.3692
38472,2016,650.3938
38473,2000,920.09045
38473,2001,878.89557
38473,2002,897.6305
38473,2003,839.1882
38473,2004,712.3472
38473,2005,642.5973
38473,2006,594.4335
38473,2007,660.9319
38473,2008,656.57184
38473,2009,519.0122
38473,2010,460.1849
38473,2011,669.5924
38473,2012,516.36975
38473,2013,508.7987
38473,2014,496.39038
38473,2015,444.72708
38473,2016,491.9721
38474,2000,1137.8456
38474,2001,1069.0347
