station_id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
38472,1048.9548,863.7134,767.70856,922.8382,967.2306,860.58215,848.2703,845.18463,945.12213,690.0972,881.0971,834.2177,963.6931,805.91595,687.3754,620.7191,589.21234,684.9854,632.3457,500.4048,471.81082,650.532,563.7895,629.9774,612.8909,603.6061,636.0137
38473,1116.7522,856.95447,695.5513,922.02435,944.48737,922.20544,1010.8097,911.61163,910.7744,680.86945,920.0906,878.89557,897.6305,839.1882,712.3472,642.5973,594.4336,660.93195,656.57184,519.01215,460.1849,669.5923,516.3697,508.7987,496.3903,444.727,491.9721
38474,1133.3016,941.656,901.48706,965.5626,1045.8777,862.557,971.7945,990.7421,1075.7645,642.4172,1137.846,1069.0349,1123.009,950.2801,822.6995,748.02606,706.5953,787.946,715.9923,659.91656,508.72012,789.00525,683.0909,696.01715,701.3451,612.98663,632.6134
38475,1013.95166,828.7015,721.56995,890.01733,868.8587,808.2652,811.58044,805.27985,950.3596,667.2417,957.8703,894.2698,1033.883,853.298,736.4817,658.8597,614.2941,708.8286,635.868,527.842,506.08868,705.19,610.8243,661.54,681.8621,637.3301,708.6928
38476,1276.6182,1127.0214,1043.9519,1063.493,1132.3759,958.5368,1061.6364,1043.1978,1126.777,693.2987,1136.469,1043.721,1111.8,997.2446,797.0888,732.6562,690.5701,777.0205,691.79504,616.1435,479.3075,769.7705,722.2669,760.6866,722.2719,652.4098,695.4099
38477,1248.0093,1089.5021,1021.0496,1044.2446,1110.896,933.7023,1039.6415,1027.7734,1114.7354,679.88556,1136.469,1043.721,1111.8,997.2446,797.0888,732.6562,690.5701,777.0205,691.79504,616.1435,479.3075,769.7705,722.2669,760.6866,722.2719,652.4098,695.4099
38478,1062.17,916.05084,724.01624,915.506,908.529,796.1296,914.83575,859.84125,1013.226,658.2272,1298.2529,1303.902,1270.7361,975.0436,921.5697,781.79614,713.4384,836.12634,750.4917,624.8794,568.3282,781.1785,694.7957,727.4115,690.4344,709.1292,656.79047
38479,1276.1138,1125.8389,1033.8396,1076.1478,1132.3677,942.24866,1056.7633,1034.7628,1138.125,687.3961,1113.887,1036.209,1080.76,973.27,776.441,715.5407,671.1751,753.6897,676.5293,609.81213,473.329,751.2671,692.92065,727.4227,697.979,640.41235,673.96313
38480,1254.417,1096.2788,1028.668,1047.866,1114.261,938.2492,1045.0001,1033.4875,1119.5516,681.2554,1136.469,1043.721,1111.8,997.2446,797.0888,732.6562,690.5701,777.0205,691.79504,616.1435,479.3075,769.7705,722.2669,760.6866,722.2719,652.4098,695.4099
38481,1276.6182,1127.0214,1043.9519,1063.493,1132.3759,958.5368,1061.6364,1043.1978,1126.777,693.2987,1136.469,1043.721,1111.8,997.2446,797.0888,732.6562,690.5701,777.0205,691.79504,616.1435,479.3075,769.7705,722.2669,760.6866,722.2719,652.4098,695.4099
38482,1064.42,878.2988,788.16144,938.1563,1014.2066,884.365,859.197,854.25366,931.4189,704.328,878.6848,839.3652,962.5224,808.5003,685.9429,606.661,578.3566,678.022,632.8004,502.45837,463.72418,642.6728,568.2022,624.5872,605.3944,597.377,624.455
38483,1276.6182,1127.0214,1043.9519,1063.493,1132.3759,958.5368,1061.6364,1043.1978,1126.777,693.2987,1136.469,1043.721,1111.8,997.2446,797.0888,732.6562,690.5701,777.0205,691.79504,616.1435,479.3075,769.7705,722.2669,760.6866,722.2719,652.4098,695.4099
38484,1314.2279,1130.5143,1058.5879,1075.0446,1158.0382,986.6994,1115.7722,1043.6381,1126.571,706.7278,1208.8049,1141.747,1187.603,1054.525,834.0698,758.0711,718.2544,793.2922,711.94403,642.21265,501.2557,790.47144,720.4814,752.3134,719.84326,656.457,723.8726
38485,1335.3313,1190.368,1096.1216,1102.0511,1177.8918,1007.301,1102.1997,1069.1063,1124.5669,724.7983,1264.33,1177.625,1219.5441,1087.488,862.60736,785.4958,740.7713,819.6794,734.3744,648.9498,505.4235,804.48285,749.2757,786.9243,750.2271,694.6019,736.2367
38486,1308.6565,1175.554,1081.9567,1091.8933,1174.7626,983.9549,1076.6996,1056.5322,1117.3757,710.9047,1264.33,1177.625,1219.5441,1087.488,862.60736,785.4958,740.7713,819.6794,734.3744,648.9498,505.4235,804.48285,749.2757,786.9243,750.2271,694.6019,736.2367
38487,1254.417,1096.2788,1028.668,1047.866,1114.261,938.2492,1045.0001,1033.4875,1119.5516,681.2554,1136.469,1043.721,1111.8,997.2446,797.0888,732.6562,690.5701,777.0205,691.79504,616.1435,479.3075,769.7705,722.2669,760.6866,722.2719,652.4098,695.4099
38488,915.796,782.4205,571.4608,772.9465,802.6048,680.6234,763.9083,765.6765,1014.8068,588.5359,1066.729,1013.82306,1147.525,857.06775,835.73645,727.7939,686.0136,798.8299,663.343,539.7933,529.1152,749.7457,677.8057,746.7265,720.92883,721.58673,680.14954
38489,1614.4888,1281.596,1307.5807,1354.3756,1409.3953,1253.9165,1402.4568,1298.2886,1153.3997,893.43884,1412.044,1204.475,1379.478,1192.691,1023.971,937.75586,886.765,921.4322,813.5393,746.7186,651.6481,851.0852,767.1252,806.6822,720.1671,698.1007,765.60876
38490,1308.977,972.9163,851.8177,975.37067,1086.6687,930.33264,1009.5854,818.21,965.5548,735.246,1125.611,999.1116,1004.375,884.9713,760.9441,741.05994,667.8079,751.1312,724.5918,596.7712,515.6945,747.7276,607.54663,610.5802,621.0164,598.2752,564.8627
38491,1575.4832,1271.6259,1275.4347,1324.6837,1356.1792,1222.4264,1340.8633,1254.1167,1138.6088,868.2556,1390.798,1114.06,1364.162,1243.402,994.05164,892.62103,878.5845,897.15063,833.8713,725.36743,623.2412,845.62836,737.3294,795.751,698.2973,671.0145,738.2001
