station_id,NH4-N_µg/l N,NO3-N_µg/l N,TOC_mg C/l,TOTN_µg/l N,TOTP_µg/l P,TON_µg/l N,TOTN/TOTP,NO3/TOTP,TOC/TON,TOC/TOTP
38398,13.0,4.0,11.3,568.0,18.0,558.5,31.571142593162918,0.37422360248447206,20.975587212459416,707.3144441022482
38399,26.0,54.5,8.0,448.0,12.2,402.0,41.27272727272727,5.076923076923077,18.614718614718615,653.8461538461538
38400,13.0,10.0,21.15,628.5,19.6,617.0,34.41615650785201,1.0,35.97174568999804,1179.265371306894
38401,11.0,46.0,10.95,329.5,8.7,290.0,39.3,5.811776718856365,37.22847326995438,1295.6709956709956
38402,6.5,11.5,7.75,246.0,4.0,237.5,63.125,2.6910377358490565,34.401740391588106,2025.0
38403,45.5,36.5,10.5,534.0,7.6,496.0,71.78209993674889,4.314516129032258,21.075948192681658,1401.6290726817042
38404,10.0,96.0,8.25,351.0,6.5,277.0,49.23015873015873,12.45138888888889,30.0109375,1244.3548387096776
38405,10.0,91.5,8.149999999999999,379.5,11.7,280.0,30.637254901960787,8.415775401069519,29.419526833319935,745.343137254902
38406,10.5,52.0,11.3,357.5,9.95,321.0,37.0461215932914,4.079987098855024,35.6541689725143,1143.2914046121593
38407,20.0,8.0,19.85,635.5,21.7,615.0,29.197050824409317,0.4181034482758621,33.29570245160109,945.542240353561
38408,16.0,18.5,15.05,399.0,8.5,388.5,50.7561919504644,2.634050880626223,41.88343382141832,1978.342245989305
38409,15.0,47.0,14.8,591.0,15.0,541.5,35.16749100719424,3.326923076923077,28.30836720762094,880.5464299080966
38410,15.0,41.0,10.45,355.0,8.0,329.0,44.58057812204799,4.2318181818181815,33.32712532865907,1375.30700925751
38411,9.0,11.5,7.05,312.5,5.75,300.0,57.948717948717956,1.951844262295082,23.421299619058136,1200.7692307692307
38412,26.0,61.5,17.85,645.5,14.5,601.0,45.5,3.666353383458647,30.488749856503272,1220.2564102564102
38413,44.5,34.5,8.5,477.0,8.4,437.0,57.29729729729729,4.777777777777778,19.399538106235564,940.4761904761905
38414,21.5,55.0,4.9,258.0,4.6,212.5,52.05314009661836,10.33986928104575,24.292785676671933,1056.0386473429953
38415,6.0,41.5,7.0,274.0,5.5,243.0,50.25714285714285,6.6625,29.091905901116426,1293.103448275862
38416,23.5,164.0,11.399999999999999,815.0,41.0,636.5,18.74791666666667,3.479500891265597,19.00157259008934,259.1805252464444
38417,15.0,88.0,10.5,382.0,6.05,298.0,60.2936507936508,11.978021978021978,34.32455071580871,1627.5201612903224
38418,,162.0,1.665,237.069,,74.38899999999998,,,23.613720514123525,
38419,,64.5,3.136,235.0,,161.07600000000002,,,20.139457138936063,
38420,,411.0,9.42,706.2,,257.0,,,37.74869109947644,
38421,,74.5,9.5745,446.70000000000005,,382.0,,,25.80779694609099,
38422,,73.5,3.545,175.0,,99.5,,,26.171582883257166,
38423,,199.0,2.76,310.0,,93.0,,,34.52639751552795,
38424,,147.5,3.01,240.0,,53.0,,,40.57142857142857,
38425,,49.0,14.0,360.0,,302.95,,,42.432432432432435,
38426,,18.0,2.519,68.5,,48.70100000000001,,,55.430002550288506,
38427,,350.0,3.8795,441.1,,143.60000000000002,,,34.46378830083565,
38428,,766.0,4.4505,1001.1,,198.08949999999993,,,24.36831554008038,
38429,,28.0,9.0,297.5,,261.4,,,36.73843234564297,
38430,,122.0,1.72,180.0,,45.0,,,25.441176470588236,
38431,,61.0,2.36,160.0,,75.0,,,28.392857142857142,
38432,,20.5,2.9845,127.69999999999999,,109.69999999999999,,,27.604079143867445,
38433,,18.0,6.1845,199.3,,181.3,,,33.648,
38434,,206.0,1.984,309.264,,76.89999999999998,,,21.324281794894524,
38435,,79.5,5.3100000000000005,257.65,,162.15,,,31.248649281193508,
38436,,23.24,5.4045000000000005,207.65,,186.15,,,31.670420373189728,
38437,,110.5,4.086,302.15,,179.70000000000002,,,21.05637449319216,
38438,,135.5,7.73,429.5,,304.876,,,29.137344308303213,
38439,,71.0,2.2775,180.9,,87.20199999999998,,,24.975688315775805,
